OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Sales,Profit,Discount
10208,2021-04-03,South,Electronics,Headphones,1,1737.2,1737.2,402.67,0.2
10209,2021-01-24,West,Beauty,Haircare,4,1012.17,4048.68,752.35,0.1
10210,2021-04-06,North,Food,Beverages,5,794.05,3970.25,800.19,0.05
10211,2021-09-19,East,Furniture,Sofa,3,571.29,1713.87,239.58,0.1
10212,2021-08-25,South,Beauty,Skincare,3,1553.12,4659.36,705.09,0.05
10213,2021-01-14,South,Furniture,Wardrobe,5,142.92,714.6,113.83,0.15
10214,2021-04-21,South,Electronics,Headphones,2,195.05,390.1,83.1,0.0
10215,2021-01-28,South,Clothing,Dress,5,653.75,3268.75,795.51,0.15
10216,2021-10-28,East,Clothing,Jeans,3,886.84,2660.52,353.11,0.2
10217,2021-09-23,West,Electronics,Laptop,5,501.18,2505.9,511.92,0.0
10218,2021-11-09,West,Food,Vegetables,9,1213.05,10917.45,1519.52,0.15
10219,2021-06-14,North,Electronics,Headphones,8,1172.78,9382.24,2505.69,0.15
10220,2021-09-08,North,Food,Beverages,2,250.33,500.66,53.96,0.05
10221,2021-10-12,North,Clothing,Dress,5,181.67,908.35,68.88,0.1
10222,2021-07-25,West,Furniture,Bed,5,962.39,4811.95,1065.81,0.05
10223,2021-08-05,South,Beauty,Skincare,7,912.21,6385.47,1142.35,0.05
10224,2021-10-21,West,Beauty,Haircare,2,407.7,815.4,178.05,0.05
10225,2021-12-07,North,Beauty,Nail Polish,6,514.34,3086.04,664.76,0.05
10226,2021-04-24,South,Electronics,Smartphone,8,1729.89,13839.12,3350.86,0.1
10227,2021-11-24,North,Food,Snacks,1,435.27,435.27,93.46,0.2
10228,2021-10-31,North,Electronics,Smartphone,2,1998.83,3997.66,248.07,0.0
10229,2021-06-10,North,Electronics,Camera,9,185.51,1669.59,203.98,0.1
10230,2021-11-20,South,Beauty,Haircare,6,879.15,5274.9,1452.41,0.2
10231,2021-10-06,East,Beauty,Perfume,1,244.82,244.82,45.57,0.0
10232,2021-08-01,East,Electronics,Headphones,7,1129.06,7903.42,1146.83,0.2
10233,2021-11-01,West,Electronics,Tablet,6,151.03,906.18,182.02,0.05
10234,2021-09-22,East,Beauty,Makeup,8,1040.57,8324.56,1413.47,0.2
10235,2021-08-09,South,Electronics,Headphones,5,800.65,4003.25,780.81,0.15
10236,2021-08-16,East,Clothing,Jeans,5,395.58,1977.9,102.63,0.2
10237,2021-05-04,East,Electronics,Headphones,3,125.23,375.69,106.55,0.1
10238,2021-10-17,South,Beauty,Haircare,5,573.32,2866.6,363.55,0.15
10239,2021-10-18,West,Furniture,Bed,2,802.81,1605.62,472.34,0.05
10240,2021-12-11,South,Clothing,Shoes,7,1052.7,7368.9,1674.67,0.0
10241,2021-10-25,West,Food,Vegetables,4,178.64,714.56,181.45,0.15
10242,2021-06-22,South,Clothing,Dress,7,1277.78,8944.46,1599.21,0.15
10243,2021-01-26,North,Furniture,Table,9,1680.52,15124.68,4159.37,0.0
10244,2021-06-03,East,Beauty,Haircare,2,1465.26,2930.52,770.12,0.05
10245,2021-12-11,South,Clothing,Shoes,1,850.77,850.77,75.08,0.0
10246,2021-04-18,South,Electronics,Camera,1,361.0,361.0,46.23,0.1
10247,2021-06-09,East,Furniture,Chair,9,996.05,8964.45,2661.96,0.1
10248,2021-09-20,North,Furniture,Sofa,6,894.35,5366.1,1240.26,0.1
10249,2021-10-07,West,Clothing,Shoes,6,1158.88,6953.28,824.24,0.15
10250,2021-08-20,North,Electronics,Headphones,3,805.37,2416.11,342.46,0.0
10251,2021-07-15,North,Electronics,Headphones,2,1340.86,2681.72,180.97,0.2
10252,2021-09-21,South,Furniture,Sofa,6,465.5,2793.0,458.65,0.05
10253,2021-08-03,West,Furniture,Chair,3,1462.65,4387.95,729.72,0.15
10254,2021-02-05,North,Beauty,Nail Polish,9,345.1,3105.9,473.24,0.0
10255,2021-02-24,West,Food,Snacks,8,1591.92,12735.36,3588.75,0.2
10256,2021-10-06,West,Clothing,Dress,4,1854.37,7417.48,1372.15,0.0
10257,2021-10-13,North,Food,Beverages,8,1511.76,12094.08,990.85,0.15
10258,2021-02-07,West,Furniture,Wardrobe,4,609.74,2438.96,282.38,0.05
10259,2021-12-27,North,Furniture,Sofa,9,1109.84,9988.56,1262.36,0.15
10260,2021-07-09,East,Furniture,Bed,2,1033.78,2067.56,578.6,0.1
10261,2021-05-23,South,Food,Dairy,4,420.98,1683.92,475.96,0.05
10262,2021-06-15,South,Beauty,Perfume,8,1067.3,8538.4,1966.87,0.1
10263,2021-12-02,East,Food,Snacks,5,50.67,253.35,22.41,0.1
10264,2021-07-25,West,Furniture,Table,9,1152.45,10372.05,1761.57,0.0
10265,2021-06-13,East,Electronics,Camera,4,1007.62,4030.48,603.22,0.0
10266,2021-05-21,North,Furniture,Wardrobe,2,1014.68,2029.36,219.45,0.2
10267,2021-01-12,West,Food,Dairy,4,881.83,3527.32,269.54,0.2
10268,2021-02-12,South,Furniture,Bed,7,308.29,2158.03,141.0,0.1
10269,2021-09-23,North,Furniture,Sofa,2,120.27,240.54,53.82,0.0
10270,2021-03-24,North,Clothing,Dress,9,1566.48,14098.32,1640.3,0.15
10271,2021-04-07,West,Food,Snacks,5,1232.36,6161.8,779.86,0.15
10272,2021-05-04,South,Furniture,Wardrobe,4,812.57,3250.28,694.0,0.1
10273,2021-01-07,East,Food,Dairy,6,1927.83,11566.98,1297.18,0.1
10274,2021-09-03,South,Beauty,Makeup,7,278.53,1949.71,358.41,0.0
10275,2021-01-13,North,Furniture,Table,5,401.72,2008.6,132.88,0.15
10276,2021-07-07,East,Beauty,Haircare,7,302.73,2119.11,173.34,0.05
10277,2021-02-21,West,Food,Beverages,8,1622.32,12978.56,2641.4,0.2
10278,2021-02-11,North,Furniture,Wardrobe,1,1910.89,1910.89,471.47,0.0
10279,2021-05-09,South,Food,Dairy,1,1682.54,1682.54,100.29,0.15
10280,2021-08-20,North,Food,Fruits,7,1320.41,9242.87,2530.51,0.0
10281,2021-03-20,North,Food,Dairy,3,215.86,647.58,192.38,0.2
10282,2021-01-08,North,Electronics,Tablet,1,148.81,148.81,10.09,0.0
10283,2021-05-13,West,Beauty,Makeup,4,702.66,2810.64,684.85,0.1
10284,2021-01-28,East,Clothing,Jeans,5,1101.48,5507.4,1418.89,0.05
10285,2021-02-07,East,Food,Snacks,8,1539.6,12316.8,2539.3,0.05
10286,2021-02-18,West,Food,Snacks,9,1919.85,17278.65,2929.83,0.05
10287,2021-09-23,North,Food,Vegetables,8,232.34,1858.72,318.78,0.15
10288,2021-08-14,East,Furniture,Chair,8,1199.07,9592.56,707.48,0.1
10289,2021-11-30,West,Furniture,Chair,2,1886.44,3772.88,415.67,0.2
10290,2021-06-21,West,Clothing,T-Shirt,8,1984.87,15878.96,3459.45,0.0
10291,2021-09-25,North,Furniture,Wardrobe,5,1956.9,9784.5,2319.4,0.15
10292,2021-08-12,East,Clothing,T-Shirt,6,1081.41,6488.46,1505.24,0.05
10293,2021-01-29,North,Food,Fruits,2,430.96,861.92,152.1,0.15
10294,2021-10-05,East,Beauty,Nail Polish,1,1019.18,1019.18,126.77,0.1
10295,2021-01-23,North,Food,Snacks,5,324.34,1621.7,268.21,0.0
10296,2021-12-30,North,Clothing,T-Shirt,4,202.86,811.44,122.02,0.05
10297,2021-12-20,East,Electronics,Smartphone,5,1467.48,7337.4,1496.8,0.1
10298,2021-03-07,North,Beauty,Skincare,4,1050.7,4202.8,1101.18,0.05
10299,2021-02-23,West,Electronics,Laptop,2,1518.56,3037.12,666.94,0.1
10300,2021-08-11,East,Clothing,Dress,4,773.82,3095.28,652.61,0.05
10301,2021-01-24,South,Clothing,Jeans,5,1327.77,6638.85,335.06,0.2
10302,2021-07-21,South,Food,Vegetables,9,778.41,7005.69,1054.93,0.15
10303,2021-08-09,South,Clothing,Dress,7,1407.37,9851.59,622.63,0.05
10304,2021-06-07,South,Clothing,Shoes,3,999.02,2997.06,207.59,0.2
10305,2021-03-17,South,Furniture,Wardrobe,4,1036.95,4147.8,663.85,0.15
10306,2021-12-16,East,Electronics,Laptop,2,745.99,1491.98,97.93,0.15
10307,2021-09-08,East,Clothing,T-Shirt,6,1286.92,7721.52,1199.24,0.15
10308,2021-05-28,West,Clothing,Shoes,7,1145.89,8021.23,1579.72,0.0
10309,2021-03-02,South,Furniture,Sofa,1,1173.69,1173.69,230.77,0.0
10310,2021-12-31,East,Beauty,Perfume,3,862.17,2586.51,693.66,0.2
10311,2021-11-16,North,Food,Snacks,5,919.08,4595.4,784.63,0.05
10312,2021-09-17,South,Furniture,Sofa,1,1561.53,1561.53,80.82,0.0
10313,2021-07-01,South,Food,Vegetables,9,1503.99,13535.91,2899.92,0.15
10314,2021-08-01,South,Food,Beverages,6,527.1,3162.6,353.4,0.15
10315,2021-09-27,West,Furniture,Table,9,1554.54,13990.86,928.18,0.2
10316,2021-08-16,West,Clothing,Shoes,2,1813.34,3626.68,307.58,0.15
10317,2021-06-27,North,Clothing,Jeans,8,1098.9,8791.2,720.85,0.2
10318,2021-06-03,West,Electronics,Camera,5,516.78,2583.9,551.78,0.05
10319,2021-11-01,East,Clothing,T-Shirt,5,1219.01,6095.05,837.32,0.0
10320,2021-06-10,South,Beauty,Haircare,9,1701.98,15317.82,2915.07,0.0
10321,2021-06-01,North,Beauty,Makeup,9,1584.44,14259.96,2669.6,0.05
10322,2021-07-17,South,Electronics,Smartphone,5,286.21,1431.05,309.17,0.0
10323,2021-03-07,South,Furniture,Sofa,7,1093.14,7651.98,501.73,0.15
10324,2021-02-28,South,Clothing,Jacket,1,406.72,406.72,46.63,0.15
10325,2021-06-03,East,Food,Vegetables,6,40.8,244.8,19.97,0.15
10326,2021-04-02,South,Clothing,Dress,9,1122.56,10103.04,2401.31,0.0
10327,2021-03-07,North,Clothing,Shoes,1,784.5,784.5,195.8,0.15
10328,2021-10-06,North,Clothing,Jeans,3,884.94,2654.82,262.57,0.15
10329,2021-03-15,West,Food,Vegetables,9,1157.3,10415.7,2173.19,0.0
10330,2021-02-16,East,Furniture,Table,4,1117.85,4471.4,409.17,0.1
10331,2021-12-31,East,Clothing,Jeans,8,1016.57,8132.56,1622.67,0.2
10332,2021-06-25,East,Beauty,Haircare,6,1935.67,11614.02,3068.64,0.0
10333,2021-01-12,East,Electronics,Camera,7,249.26,1744.82,403.57,0.05
10334,2021-09-17,West,Furniture,Sofa,7,264.0,1848.0,409.73,0.1
10335,2021-12-19,West,Electronics,Headphones,2,423.46,846.92,122.6,0.1
10336,2021-07-08,West,Beauty,Skincare,4,1836.82,7347.28,570.79,0.15
10337,2021-12-30,West,Electronics,Camera,8,990.95,7927.6,2037.89,0.15
